,spam,sms,sms_transform
4800,0,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire
4802,0,How do you plan to manage that,plan manag
4803,0,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",er hello thing quit go plan limp slowli home follow aa exhaust hang
4804,0,Sorry for the delay. Yes masters,sorri delay ye master
4805,0,Call me when u finish then i come n pick u.,call u finish come n pick u
4806,1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,privat 2004 account statement 078498 7 show 786 unredeem bonu point claim call 08719180219 identifi code 45239 expir
4807,0,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,oga left phone home saw ur messag hope good great weekend
4808,0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill
4809,0,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",honey pl find much sell predict nigeria mani time use import repli monday
4810,0,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin build might b slightli earlier call u reach
4811,0,"fyi I'm at usf now, swing by the room whenever",fyi usf swing room whenev
4812,0,i can call in  &lt;#&gt;  min if thats ok,call lt gt min that ok
4814,0,ÌÏ no home work to do meh... ,ìï home work meh
4815,0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,anyth valuabl 2 situat get loos
4816,0,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,mark take forev pick prescript pain come back
4817,0,How's ur paper?,ur paper
4818,0,Got smaller capacity one? Quite ex...,got smaller capac one quit ex
4819,1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check choos babe video fgkslpopw fgkslpo
4820,0,Im good! I have been thinking about you...,im good think
4821,1,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner u ave special select 2 receiv cash 4 holiday flight inc speak live oper 2 claim 18
4822,0,:-) :-),
4823,0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,thought bout drink tap spile seven pub ga st broad st canal ok
4824,0,I am going to sleep. I am tired of travel.,go sleep tire travel
4825,0,"Haha, just what I was thinkin",haha thinkin
4826,0,Yup but it's not giving me problems now so mayb i'll jus leave it...,yup give problem mayb ju leav
4827,0,Lol no. Just trying to make your day a little more interesting,lol tri make day littl interest
4828,0,"How long before you get reply, just defer admission til next semester",long get repli defer admiss til next semest
4829,0,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",word chess come persian phrase shah mean king dead goodmorn good day
4830,0,Po de :-):):-):-):-). No need job aha.,po de need job aha
4831,0,Rats. Hey did u ever vote for the next themes?,rat hey u ever vote next theme
4832,1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",new mobil 2004 must go txt nokia 89545 collect today 2optout txtauction
4833,0,I hope your pee burns tonite.,hope pee burn tonit
4834,0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",oh rite well im best mate pete went 4 2geva longer week
4835,0,Yay can't wait to party together!,yay ca wait parti togeth
4836,0,....photoshop makes my computer shut down.,photoshop make comput shut
4837,0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,boy made fun today ok problem sent one messag fun
4838,0,That's one of the issues but california is okay. No snow so its manageable,one issu california okay snow manag
4839,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,privat 2003 account statement show 800 point call 08715203652 identifi code 42810 expir
4840,0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",hmmm mayb tri e shoppin area one forgot e name hotel
4841,0,"Awesome, that gonna be soon or later tonight?",awesom gon na soon later tonight
4842,0,I need details about that online job.,need detail onlin job
4843,1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,valu vodafon custom comput pick win prize collect easi call 09061743386
4844,0,Missing you too.pray inshah allah,miss inshah allah
4845,0,Pls help me tell Ashley that i cant find her number oh,pl help tell ashley cant find number oh
4847,0,S.this will increase the chance of winning.,increas chanc win
4848,0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way work lt gt year old hope doesnt bother
4849,0,Maybe you should find something else to do instead???,mayb find someth els instead
4850,0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,gain right demand tri husband see
4851,0,I liked your new house,like new hous
4852,0,I'm fine. Hope you are also,fine hope also
4853,0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina texa atm would go gre site pay test result sent
4854,0,Same to u...,u
4855,0,yes baby! I need to stretch open your pussy!,ye babi need stretch open pussi
4856,0,Thanks  and ! Or bomb and date as my phone wanted to say! ,thank bomb date phone want say
4858,0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",hey guy know breath neck get bud anyway abl get half track usf tonight
4859,0,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",one power weapon 2 occupi place other
4860,0,Nokia phone is lovly..,nokia phone lovli
4861,1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,free messag thank use auction subscript servic 18 2 skip auction txt 2 unsubscrib txt stop customercar 08718726270
4863,0,Sorry da..today i wont come to play..i have driving clas..,sorri da today wont come play drive cla
4864,0,I'm really sorry I lit your hair on fire,realli sorri lit hair fire
4865,0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",oh shit thought trip loooooool make much sens grin sofa refer link sent went trip oh babe go celebr rent
4866,0,Okey dokey swashbuckling stuff what oh.,okey dokey swashbuckl stuff oh
4868,0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,tension face smile face wast face innoc face face face face face face lt gt face
4869,0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dip cell dead come u better respond els shall come back
4870,0,Well. You know what i mean. Texting,well know mean text
4871,0,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,hi di yiju would happi work wif gek1510
4872,0,Lol! Oops sorry! Have fun. ,lol oop sorri fun
4873,0,Wat happened to the cruise thing,wat happen cruis thing
4874,0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",know dat feelin pete wuld get em nuther place nuther time mayb
4875,1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladi invit friend repli see stop send stop frnd 62468
4876,0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,world happiest frnd never charact dey best understand differ
4878,0,Yeah just open chat and click friend lists. Then make the list. Easy as pie,yeah open chat click friend list make list easi pie
4879,0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler got minor crisi home sooner thought asap
4880,0,When/where do I pick you up,pick
4881,0,As usual u can call me ard 10 smth.,usual u call ard 10 smth
4883,0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,mani thing antibiot use chest abdomen gyna infect even bone infect
4884,0,Poor girl can't go one day lmao,poor girl ca go one day lmao
4885,0,Or just do that 6times,6time
4887,0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,pl make note expos also find school anyon els vomit dog cat hous let know later
4889,0,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath
4890,0,Its worse if if uses half way then stops. Its better for him to complete it.,wors use half way stop better complet
4891,0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,miser tell u side effect birth control massiv gut wrench cramp first 2 month sleep last night
4892,0,Send me the new number,send new number
4894,1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow
4895,0,2 and half years i missed your friendship:-),2 half year miss friendship
4897,0,Oh for fuck's sake she's in like tallahassee,oh fuck sake like tallahasse
4898,0,"Haha, that was the first person I was gonna ask",haha first person gon na ask
4899,1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",ou guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h
4900,0,Taka lor. Wat time u wan 2 come n look 4 us?,taka lor wat time u wan 2 come n look 4 us
4901,1,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw
4902,0,"\I;m reaching in another 2 stops.\""""",reach anoth 2
